ID,time,S_pro_real
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
0,40.0,0.0
1,40.0,0.0
2,40.0,0.4015242097028323
3,40.0,0.4015242097028323
4,40.0,0.5246657412061343
5,40.0,0.4753342587938657
6,40.0,0.0
7,40.0,0.0
8,40.0,0.5246657412061343
9,40.0,0.0
10,40.0,0.4015242097028323
11,40.0,0.0
12,40.0,0.0
13,40.0,0.0
14,40.0,0.0
15,40.0,0.4015242097028323
16,40.0,0.4015242097028323
17,40.0,0.0
18,40.0,1.0
20,40.0,0.4753342587938657
0,80.0,0.5246657412061343
1,80.0,0.0
2,80.0,0.5246657412061343
3,80.0,0.5246657412061343
4,80.0,0.5246657412061343
5,80.0,0.5246657412061343
6,80.0,0.5246657412061343
7,80.0,0.5246657412061343
8,80.0,0.5246657412061343
9,80.0,0.5246657412061343
10,80.0,0.5246657412061343
11,80.0,0.5246657412061343
12,80.0,0.5246657412061343
13,80.0,0.5246657412061343
14,80.0,0.5246657412061343
15,80.0,0.4015242097028323
16,80.0,0.4015242097028323
17,80.0,0.5246657412061343
18,80.0,1.0
20,80.0,0.5246657412061343
0,120.0,0.5246657412061343
1,120.0,0.0
2,120.0,0.5246657412061343
3,120.0,0.5246657412061343
4,120.0,0.5246657412061343
5,120.0,0.5246657412061343
6,120.0,0.5246657412061343
7,120.0,0.5246657412061343
8,120.0,0.5246657412061343
9,120.0,0.5246657412061343
10,120.0,0.5246657412061343
11,120.0,0.5246657412061343
12,120.0,0.5246657412061343
13,120.0,0.5246657412061343
14,120.0,0.5246657412061343
15,120.0,0.4015242097028323
16,120.0,0.5246657412061343
17,120.0,0.5246657412061343
18,120.0,0.5246657412061343
20,120.0,0.5246657412061343
0,160.0,0.5246657412061343
1,160.0,0.0
2,160.0,0.5246657412061343
3,160.0,0.5246657412061343
4,160.0,0.5246657412061343
5,160.0,0.5246657412061343
6,160.0,0.5246657412061343
7,160.0,0.5246657412061343
8,160.0,0.5246657412061343
9,160.0,0.5246657412061343
10,160.0,0.5246657412061343
11,160.0,0.5246657412061343
12,160.0,0.5246657412061343
13,160.0,0.5246657412061343
14,160.0,0.5246657412061343
15,160.0,0.4015242097028323
16,160.0,0.5246657412061343
17,160.0,0.5246657412061343
18,160.0,0.5246657412061343
20,160.0,0.5246657412061343
21,160.0,0.5246657412061343
22,160.0,0.5246657412061343
23,160.0,0.5246657412061343
0,200.0,0.5246657412061343
1,200.0,0.0
2,200.0,0.5246657412061343
3,200.0,0.5246657412061343
4,200.0,0.5246657412061343
5,200.0,0.5246657412061343
6,200.0,0.5246657412061343
7,200.0,0.5246657412061343
8,200.0,0.5246657412061343
9,200.0,0.5246657412061343
10,200.0,0.5246657412061343
11,200.0,0.5246657412061343
12,200.0,0.5246657412061343
13,200.0,0.5246657412061343
14,200.0,0.5246657412061343
15,200.0,0.4015242097028323
16,200.0,0.5246657412061343
17,200.0,0.5246657412061343
18,200.0,0.5246657412061343
20,200.0,1.0
21,200.0,0.5246657412061343
22,200.0,0.5246657412061343
23,200.0,0.5246657412061343
24,200.0,0.5246657412061343
0,240.0,0.5246657412061343
1,240.0,0.0
2,240.0,0.5246657412061343
3,240.0,0.5246657412061343
4,240.0,0.5246657412061343
5,240.0,0.5246657412061343
6,240.0,0.5246657412061343
7,240.0,0.5246657412061343
8,240.0,0.5246657412061343
9,240.0,0.5246657412061343
10,240.0,0.5246657412061343
11,240.0,0.5246657412061343
12,240.0,0.5246657412061343
13,240.0,0.5246657412061343
14,240.0,0.5246657412061343
15,240.0,0.4015242097028323
16,240.0,0.5246657412061343
17,240.0,0.5246657412061343
18,240.0,0.5246657412061343
20,240.0,1.0
21,240.0,0.5246657412061343
22,240.0,0.5246657412061343
23,240.0,0.5246657412061343
24,240.0,0.5246657412061343
0,280.0,0.5246657412061343
1,280.0,0.0
2,280.0,0.5246657412061343
3,280.0,0.5246657412061343
4,280.0,0.5246657412061343
5,280.0,0.5246657412061343
6,280.0,0.5246657412061343
7,280.0,0.5246657412061343
8,280.0,0.5246657412061343
9,280.0,0.5246657412061343
10,280.0,0.5246657412061343
11,280.0,0.5246657412061343
12,280.0,0.5246657412061343
13,280.0,0.5246657412061343
14,280.0,0.5246657412061343
15,280.0,0.4015242097028323
16,280.0,0.5246657412061343
17,280.0,0.5246657412061343
18,280.0,0.5246657412061343
20,280.0,1.0
21,280.0,0.5246657412061343
22,280.0,0.5246657412061343
23,280.0,0.5246657412061343
24,280.0,0.5246657412061343
0,320.0,0.5246657412061343
1,320.0,0.0
2,320.0,0.5246657412061343
3,320.0,0.5246657412061343
4,320.0,0.5246657412061343
5,320.0,0.5246657412061343
6,320.0,0.5246657412061343
7,320.0,0.5246657412061343
8,320.0,0.5246657412061343
9,320.0,0.5246657412061343
10,320.0,0.5246657412061343
11,320.0,0.5246657412061343
12,320.0,0.5246657412061343
13,320.0,0.5246657412061343
14,320.0,0.5246657412061343
15,320.0,0.4015242097028323
16,320.0,0.5246657412061343
17,320.0,0.5246657412061343
18,320.0,0.5246657412061343
20,320.0,0.5246657412061343
21,320.0,0.5246657412061343
22,320.0,0.5246657412061343
23,320.0,0.5246657412061343
24,320.0,0.5246657412061343
0,360.0,0.5246657412061343
1,360.0,0.0
2,360.0,0.5246657412061343
3,360.0,0.5246657412061343
4,360.0,0.5246657412061343
5,360.0,0.5246657412061343
6,360.0,0.5246657412061343
7,360.0,0.5246657412061343
8,360.0,0.5246657412061343
9,360.0,0.5246657412061343
10,360.0,0.5246657412061343
11,360.0,0.5246657412061343
12,360.0,0.5246657412061343
13,360.0,0.5246657412061343
14,360.0,0.5246657412061343
15,360.0,0.4015242097028323
16,360.0,0.5246657412061343
17,360.0,0.5246657412061343
18,360.0,0.5246657412061343
20,360.0,0.5246657412061343
21,360.0,0.5246657412061343
22,360.0,0.5246657412061343
23,360.0,0.5246657412061343
24,360.0,0.5246657412061343
0,400.0,0.5246657412061343
1,400.0,0.0
2,400.0,0.5246657412061343
3,400.0,0.5246657412061343
4,400.0,0.5246657412061343
5,400.0,0.5246657412061343
6,400.0,0.5246657412061343
7,400.0,0.5246657412061343
8,400.0,0.5246657412061343
9,400.0,0.5246657412061343
10,400.0,0.5246657412061343
11,400.0,0.5246657412061343
12,400.0,0.5246657412061343
13,400.0,0.5246657412061343
14,400.0,0.5246657412061343
15,400.0,0.4015242097028323
16,400.0,0.5246657412061343
17,400.0,0.5246657412061343
18,400.0,0.5246657412061343
20,400.0,0.5246657412061343
21,400.0,0.5246657412061343
22,400.0,0.5246657412061343
23,400.0,0.5246657412061343
24,400.0,0.5246657412061343
25,400.0,0.5246657412061343
0,440.0,0.5246657412061343
1,440.0,0.0
2,440.0,0.5246657412061343
3,440.0,0.5246657412061343
4,440.0,0.5246657412061343
5,440.0,0.5246657412061343
6,440.0,0.5246657412061343
7,440.0,0.5246657412061343
8,440.0,0.5246657412061343
9,440.0,0.5246657412061343
10,440.0,0.5246657412061343
11,440.0,0.5246657412061343
12,440.0,0.5246657412061343
13,440.0,0.5246657412061343
14,440.0,0.5246657412061343
15,440.0,0.4015242097028323
16,440.0,0.5246657412061343
17,440.0,0.5246657412061343
18,440.0,0.5246657412061343
20,440.0,0.5246657412061343
21,440.0,0.5246657412061343
22,440.0,0.5246657412061343
23,440.0,0.5246657412061343
24,440.0,0.5246657412061343
25,440.0,0.5246657412061343
26,440.0,0.5246657412061343
0,480.0,0.5246657412061343
1,480.0,0.0
2,480.0,0.5246657412061343
3,480.0,0.5246657412061343
4,480.0,0.5246657412061343
5,480.0,0.5246657412061343
6,480.0,0.5246657412061343
7,480.0,0.5246657412061343
8,480.0,0.5246657412061343
9,480.0,0.5246657412061343
10,480.0,0.5246657412061343
11,480.0,0.5246657412061343
12,480.0,0.5246657412061343
13,480.0,0.5246657412061343
14,480.0,0.5246657412061343
15,480.0,0.4015242097028323
16,480.0,0.5246657412061343
17,480.0,0.5246657412061343
18,480.0,0.5246657412061343
20,480.0,0.5246657412061343
21,480.0,0.5246657412061343
22,480.0,0.5246657412061343
23,480.0,0.5246657412061343
24,480.0,0.5246657412061343
25,480.0,0.5246657412061343
26,480.0,0.5246657412061343
