ID,time,S_anti_real
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
0,40.0,0.7151611602249377
1,40.0,0.31980690628670205
2,40.0,0.3953542539382357
3,40.0,0.31980690628670205
4,40.0,0.7151611602249377
5,40.0,0.7151611602249377
6,40.0,0.3953542539382357
7,40.0,0.3953542539382357
8,40.0,0.3953542539382357
9,40.0,0.3953542539382357
10,40.0,0.3953542539382357
11,40.0,0.3953542539382357
12,40.0,0.0
13,40.0,0.0
14,40.0,0.31980690628670205
15,40.0,0.0
16,40.0,0.0
17,40.0,0.3953542539382357
18,40.0,0.0
19,40.0,0.3953542539382357
20,40.0,0.3953542539382357
21,40.0,0.3953542539382357
22,40.0,0.3953542539382357
23,40.0,0.7151611602249377
24,40.0,0.7151611602249377
25,40.0,0.7151611602249377
26,40.0,0.3953542539382357
27,40.0,0.3953542539382357
28,40.0,0.7151611602249377
29,40.0,0.7151611602249377
30,40.0,0.3953542539382357
31,40.0,0.7151611602249377
32,40.0,0.7151611602249377
33,40.0,0.31980690628670205
34,40.0,0.7151611602249377
35,40.0,0.31980690628670205
36,40.0,0.3953542539382357
37,40.0,0.0
38,40.0,0.0
39,40.0,0.7151611602249377
40,40.0,0.7151611602249377
41,40.0,0.31980690628670205
42,40.0,0.3953542539382357
43,40.0,0.3953542539382357
44,40.0,0.3953542539382357
45,40.0,0.0
46,40.0,0.7151611602249377
47,40.0,0.7151611602249377
48,40.0,0.3953542539382357
49,40.0,0.7151611602249377
50,40.0,0.7151611602249377
51,40.0,0.0
52,40.0,0.3953542539382357
53,40.0,0.31980690628670205
54,40.0,0.31980690628670205
55,40.0,0.3953542539382357
56,40.0,0.3953542539382357
57,40.0,0.3953542539382357
58,40.0,0.7151611602249377
59,40.0,0.3953542539382357
60,40.0,0.0
0,80.0,0.7151611602249377
1,80.0,0.7151611602249377
2,80.0,0.7151611602249377
3,80.0,0.31980690628670205
4,80.0,0.3953542539382357
5,80.0,0.7151611602249377
6,80.0,0.3953542539382357
7,80.0,0.3953542539382357
8,80.0,0.3953542539382357
9,80.0,0.7151611602249377
10,80.0,0.3953542539382357
11,80.0,0.3953542539382357
12,80.0,0.3953542539382357
13,80.0,0.6801930937132981
14,80.0,0.3953542539382357
15,80.0,0.0
16,80.0,0.0
17,80.0,0.7151611602249377
18,80.0,0.0
19,80.0,0.3953542539382357
20,80.0,0.3953542539382357
21,80.0,0.3953542539382357
22,80.0,0.7151611602249377
23,80.0,0.3953542539382357
24,80.0,0.7151611602249377
25,80.0,0.3953542539382357
26,80.0,0.3953542539382357
27,80.0,0.3953542539382357
28,80.0,0.3953542539382357
29,80.0,0.3953542539382357
30,80.0,0.3953542539382357
31,80.0,0.3953542539382357
32,80.0,0.3953542539382357
33,80.0,1.0
34,80.0,0.3953542539382357
35,80.0,0.31980690628670205
36,80.0,0.3953542539382357
37,80.0,0.7151611602249377
38,80.0,1.0
39,80.0,0.7151611602249377
40,80.0,0.3953542539382357
41,80.0,0.31980690628670205
42,80.0,0.3953542539382357
43,80.0,0.3953542539382357
44,80.0,0.7151611602249377
45,80.0,0.0
46,80.0,0.3953542539382357
47,80.0,1.0
48,80.0,0.3953542539382357
49,80.0,0.3953542539382357
50,80.0,0.6801930937132981
51,80.0,0.3953542539382357
52,80.0,0.3953542539382357
53,80.0,0.3953542539382357
54,80.0,0.31980690628670205
55,80.0,0.3953542539382357
56,80.0,0.3953542539382357
57,80.0,0.7151611602249377
58,80.0,0.7151611602249377
59,80.0,0.6801930937132981
60,80.0,0.3953542539382357
62,80.0,0.3953542539382357
63,80.0,1.0
0,120.0,0.7151611602249377
1,120.0,0.7151611602249377
2,120.0,0.3953542539382357
3,120.0,0.31980690628670205
4,120.0,0.3953542539382357
5,120.0,1.0
6,120.0,0.3953542539382357
7,120.0,0.3953542539382357
8,120.0,0.3953542539382357
9,120.0,0.7151611602249377
10,120.0,0.3953542539382357
11,120.0,0.3953542539382357
12,120.0,0.3953542539382357
13,120.0,0.3953542539382357
14,120.0,0.3953542539382357
15,120.0,0.0
16,120.0,0.3953542539382357
17,120.0,0.3953542539382357
18,120.0,0.7151611602249377
19,120.0,0.3953542539382357
20,120.0,0.6801930937132981
21,120.0,0.3953542539382357
22,120.0,0.7151611602249377
23,120.0,0.3953542539382357
24,120.0,0.3953542539382357
25,120.0,0.3953542539382357
26,120.0,0.7151611602249377
27,120.0,0.3953542539382357
28,120.0,0.3953542539382357
29,120.0,0.3953542539382357
30,120.0,0.3953542539382357
31,120.0,0.3953542539382357
32,120.0,0.3953542539382357
33,120.0,0.6801930937132981
34,120.0,0.3953542539382357
35,120.0,0.3953542539382357
36,120.0,0.3953542539382357
37,120.0,0.3953542539382357
38,120.0,0.7151611602249377
39,120.0,0.6801930937132981
40,120.0,0.3953542539382357
41,120.0,0.7151611602249377
42,120.0,0.3953542539382357
43,120.0,0.3953542539382357
44,120.0,0.3953542539382357
45,120.0,0.0
46,120.0,0.3953542539382357
47,120.0,0.6801930937132981
48,120.0,0.3953542539382357
49,120.0,0.3953542539382357
50,120.0,0.3953542539382357
51,120.0,0.3953542539382357
52,120.0,0.3953542539382357
53,120.0,0.3953542539382357
54,120.0,0.3953542539382357
55,120.0,0.3953542539382357
56,120.0,0.3953542539382357
57,120.0,0.7151611602249377
58,120.0,0.3953542539382357
59,120.0,0.3953542539382357
60,120.0,0.3953542539382357
62,120.0,0.3953542539382357
63,120.0,1.0
64,120.0,0.3953542539382357
0,160.0,0.3953542539382357
1,160.0,0.7151611602249377
2,160.0,0.3953542539382357
3,160.0,0.31980690628670205
4,160.0,0.3953542539382357
5,160.0,0.3953542539382357
6,160.0,0.3953542539382357
7,160.0,0.3953542539382357
8,160.0,0.3953542539382357
9,160.0,0.3953542539382357
10,160.0,0.3953542539382357
11,160.0,0.3953542539382357
12,160.0,0.3953542539382357
13,160.0,0.3953542539382357
14,160.0,0.3953542539382357
15,160.0,0.3953542539382357
16,160.0,0.3953542539382357
17,160.0,0.3953542539382357
18,160.0,0.6801930937132981
19,160.0,0.3953542539382357
20,160.0,0.3953542539382357
21,160.0,0.3953542539382357
22,160.0,0.3953542539382357
23,160.0,0.3953542539382357
24,160.0,0.3953542539382357
25,160.0,0.3953542539382357
26,160.0,0.3953542539382357
27,160.0,0.3953542539382357
28,160.0,0.3953542539382357
29,160.0,0.7151611602249377
30,160.0,0.3953542539382357
31,160.0,0.3953542539382357
32,160.0,0.3953542539382357
33,160.0,0.3953542539382357
34,160.0,0.6801930937132981
35,160.0,0.3953542539382357
36,160.0,1.0
37,160.0,0.3953542539382357
38,160.0,0.7151611602249377
39,160.0,0.6801930937132981
40,160.0,0.3953542539382357
41,160.0,0.7151611602249377
42,160.0,0.3953542539382357
43,160.0,0.3953542539382357
44,160.0,0.3953542539382357
45,160.0,0.3953542539382357
46,160.0,0.3953542539382357
47,160.0,0.7151611602249377
48,160.0,0.3953542539382357
49,160.0,0.3953542539382357
50,160.0,0.3953542539382357
51,160.0,0.3953542539382357
52,160.0,0.3953542539382357
53,160.0,0.7151611602249377
54,160.0,0.3953542539382357
55,160.0,0.3953542539382357
56,160.0,0.3953542539382357
57,160.0,0.3953542539382357
58,160.0,0.3953542539382357
59,160.0,0.3953542539382357
60,160.0,0.3953542539382357
62,160.0,0.3953542539382357
63,160.0,1.0
